assay_type,canonical_smiles,molecule_chembl_id,standard_units,standard_value,target_organism,type
B,CCCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830775,nM,119.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccncc2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830949,nM,128.0,Homo sapiens,IC50
B,CCC(C)N1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830779,nM,132.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccc(F)cc2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830942,nM,144.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2nc(-c3ccccc3)no2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830955,nM,159.0,Homo sapiens,IC50
B,CCOC(=O)c1ccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)o1,CHEMBL1830950,nM,166.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccccc2F)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830940,nM,174.0,Homo sapiens,IC50
B,CSc1ccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)cc1,CHEMBL1830946,nM,187.0,Homo sapiens,IC50
B,CCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830774,nM,188.0,Homo sapiens,IC50
B,CCCC(C)N1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830778,nM,200.0,Homo sapiens,IC50
B,COC(=O)c1csc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)n1,CHEMBL1830951,nM,215.0,Homo sapiens,IC50
B,CCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830774,nM,225.0,Homo sapiens,IC50
B,CCCCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830776,nM,268.0,Homo sapiens,IC50
B,COc1ccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)cc1,CHEMBL1830939,nM,284.0,Homo sapiens,IC50
B,COc1ccccc1CN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830937,nM,298.0,Homo sapiens,IC50
B,CSc1ccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)cc1,CHEMBL1830946,nM,316.0,Homo sapiens,IC50
B,Cc1nc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)cs1,CHEMBL1830953,nM,324.0,Homo sapiens,IC50
B,CCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830773,nM,399.0,Homo sapiens,IC50
B,CCC(CC)CN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830780,nM,444.0,Homo sapiens,IC50
B,COC(=O)CN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830786,nM,494.0,Homo sapiens,IC50
B,COCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830782,nM,516.0,Homo sapiens,IC50
B,CC1(C)CN(CCCO)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830785,nM,523.0,Homo sapiens,IC50
B,CCCCCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830777,nM,766.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2ccccn2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830947,nM,767.0,Homo sapiens,IC50
B,CC(C)CCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830781,nM,802.0,Homo sapiens,IC50
B,CC1(C)CN(Cc2cccnc2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830948,nM,880.0,Homo sapiens,IC50
B,CN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830772,nM,1210.0,Homo sapiens,IC50
B,COCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830783,nM,1770.0,Homo sapiens,IC50
B,CSCCN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830784,nM,2450.0,Homo sapiens,IC50
B,CC1(C)CNC(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830771,nM,2790.0,Homo sapiens,IC50
B,CCOC(=O)CN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830787,nM,3520.0,Homo sapiens,IC50
B,CCNC(=O)CN1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830788,nM,4910.0,Homo sapiens,IC50
B,CCC(C)N1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL1830779,nM,9790.0,Homo sapiens,IC50
B,CC1(C)COC(=O)[C@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL1830770,nM,10000.0,Homo sapiens,IC50
B,CCN(CC)c1cc2oc(=O)ccc2cc1-c1ccccc1,CHEMBL1835807,nM,10000.0,Homo sapiens,IC50
B,CCN(CC)c1cc2oc(=O)ccc2cc1-c1cccs1,CHEMBL1835832,nM,9700.0,Homo sapiens,IC50
B,O=C(O)c1cccc(CSc2ccc(Cl)cc2Cl)c1,CHEMBL1923999,nM,50000.0,Homo sapiens,IC50
B,Cc1ccc(OCCn2c(SCCC(=O)O)nc3ccccc32)cc1,CHEMBL1738937,nM,50000.0,Homo sapiens,IC50
B,Cc1ccc(OCCn2c(SCCOc3ccccc3)nc3ccccc32)cc1,CHEMBL1738936,nM,13100.0,Homo sapiens,IC50
B,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,CHEMBL52,nM,38800.0,Homo sapiens,IC50
B,COC(=O)c1ccc([C@H]2Nc3ccc(C(C)=O)cc3[C@H]3C=CC[C@H]32)cc1,CHEMBL1924000,nM,1200.0,Homo sapiens,IC50
B,CCOC(=O)c1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@@H](c1ccccc1)N2,CHEMBL1924001,nM,900.0,Homo sapiens,IC50
B,NS(=O)(=O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@@H](c1ccc(Br)cc1)N2,CHEMBL1924002,nM,500.0,Homo sapiens,IC50
B,O=C(CSc1nc(O)c2ccccc2n1)c1ccc(O)c(O)c1,CHEMBL240331,nM,50000.0,Homo sapiens,IC50
B,Cc1cc(/C=C/C(=O)O)c(C)n1-c1ccc2c(c1)OCO2,CHEMBL1924003,nM,50000.0,Homo sapiens,IC50
B,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,CHEMBL41632,nM,34800.0,Homo sapiens,IC50
B,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,CHEMBL1544,nM,50000.0,Homo sapiens,IC50
B,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,nM,50000.0,Homo sapiens,IC50
B,O=C(O)c1cccc(CSc2ccc(Cl)cc2Cl)c1,CHEMBL1923999,nM,10000.0,Homo sapiens,IC50
B,Cc1ccc(OCCn2c(SCCC(=O)O)nc3ccccc32)cc1,CHEMBL1738937,nM,10000.0,Homo sapiens,IC50
B,Cc1ccc(OCCn2c(SCCOc3ccccc3)nc3ccccc32)cc1,CHEMBL1738936,nM,10000.0,Homo sapiens,IC50
B,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,CHEMBL52,nM,10000.0,Homo sapiens,IC50
B,COC(=O)c1ccc([C@H]2Nc3ccc(C(C)=O)cc3[C@H]3C=CC[C@H]32)cc1,CHEMBL1924000,nM,10000.0,Homo sapiens,IC50
B,CCOC(=O)c1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@@H](c1ccccc1)N2,CHEMBL1924001,nM,10000.0,Homo sapiens,IC50
B,NS(=O)(=O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@@H](c1ccc(Br)cc1)N2,CHEMBL1924002,nM,10000.0,Homo sapiens,IC50
B,Cc1cc(/C=C/C(=O)O)c(C)n1-c1ccc2c(c1)OCO2,CHEMBL1924003,nM,10000.0,Homo sapiens,IC50
B,Cc1ccc(OCCn2c(SCCOc3ccccc3)nc3ccccc32)cc1,CHEMBL1738936,nM,50000.0,Homo sapiens,IC50
B,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,CHEMBL52,nM,50000.0,Homo sapiens,IC50
B,COC(=O)c1ccc([C@H]2Nc3ccc(C(C)=O)cc3[C@H]3C=CC[C@H]32)cc1,CHEMBL1924000,nM,50000.0,Homo sapiens,IC50
B,CCOC(=O)c1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@@H](c1ccccc1)N2,CHEMBL1924001,nM,50000.0,Homo sapiens,IC50
B,NS(=O)(=O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@@H](c1ccc(Br)cc1)N2,CHEMBL1924002,nM,50000.0,Homo sapiens,IC50
B,O=C1COc2ccc(C3=Nn4cnnc4SC3)cc2N1,CHEMBL1928869,nM,10000.0,Homo sapiens,IC50
B,O=C1COc2ccc(C3=Nn4cnnc4SC3c3ccccc3)cc2N1,CHEMBL1928872,nM,3600.0,Homo sapiens,IC50
B,O=C1COc2ccc(C3=Nn4cnnc4SC3c3ccccc3F)cc2N1,CHEMBL1928874,nM,5900.0,Homo sapiens,IC50
B,O=C1COc2ccc(C3=Nn4cnnc4SC3c3cccc(F)c3)cc2N1,CHEMBL1928875,nM,4700.0,Homo sapiens,IC50
B,O=C1COc2ccc(C3=Nn4cnnc4SC3c3ccc(F)cc3)cc2N1,CHEMBL1928876,nM,10000.0,Homo sapiens,IC50
B,O=C1COc2ccc(C3=Nn4ccnc4SC3c3ccccc3)cc2N1,CHEMBL1928877,nM,95.0,Homo sapiens,IC50
B,O=C1COc2ccc(C3=Nc4ccccc4SC3c3ccccc3)cc2N1,CHEMBL1928878,nM,1200.0,Homo sapiens,IC50
B,Cc1cc(-c2ccc3c(c2)NC(=O)CO3)n(-c2ccccc2)n1,CHEMBL1928881,nM,10000.0,Homo sapiens,IC50
B,Cc1cc(-c2ccc3c(c2)NC(=O)CO3)n(-c2ccc(F)cc2)n1,CHEMBL1928882,nM,10000.0,Homo sapiens,IC50
B,Cc1ccccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2,CHEMBL1929036,nM,10000.0,Homo sapiens,IC50
B,Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2,CHEMBL1929039,nM,10000.0,Homo sapiens,IC50
B,Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1cc(F)c2c(c1)NC(=O)CO2,CHEMBL1929040,nM,10000.0,Homo sapiens,IC50
B,Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1cc(Cl)c2c(c1)NC(=O)CO2,CHEMBL1929041,nM,4500.0,Homo sapiens,IC50
B,Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1cc(C)c2c(c1)NC(=O)CO2,CHEMBL1929042,nM,10000.0,Homo sapiens,IC50
B,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,CHEMBL1393,nM,120.0,Homo sapiens,IC50
B,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,CHEMBL1095097,nM,10000.0,Homo sapiens,IC50
B,CCOC(=O)c1c(C)[nH]c(C)c1-c1ccc([N+](=O)[O-])cc1,CHEMBL1934427,nM,22.0,Homo sapiens,IC50
B,CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(C)c1C,CHEMBL1934428,nM,47.0,Homo sapiens,IC50
B,CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(-c2ccccc2)c1C,CHEMBL1934429,nM,550.0,Homo sapiens,IC50
B,CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(Cc2ccccc2)c1C,CHEMBL1934430,nM,5.5,Homo sapiens,IC50
B,CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(CC2CCCCC2)c1C,CHEMBL1934431,nM,310.0,Homo sapiens,IC50
B,CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(CCc2ccccc2)c1C,CHEMBL1933081,nM,150.0,Homo sapiens,IC50
B,CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(C(=O)c2ccccc2)c1C,CHEMBL1934432,nM,150.0,Homo sapiens,IC50
B,CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(S(=O)(=O)c2ccccc2)c1C,CHEMBL1934433,nM,130.0,Homo sapiens,IC50
B,COC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(Cc2ccccc2)c1C,CHEMBL1934434,nM,5.0,Homo sapiens,IC50
B,Cc1c(C(=O)O)c(-c2ccc([N+](=O)[O-])cc2)c(C)n1Cc1ccccc1,CHEMBL1934435,nM,620.0,Homo sapiens,IC50
B,Cc1c(CO)c(-c2ccc([N+](=O)[O-])cc2)c(C)n1Cc1ccccc1,CHEMBL1934436,nM,300.0,Homo sapiens,IC50
B,CC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(Cc2ccccc2)c1C,CHEMBL1934437,nM,390.0,Homo sapiens,IC50
B,Cc1cc(-c2ccc([N+](=O)[O-])cc2)c(C)n1Cc1ccccc1,CHEMBL1934438,nM,6.7,Homo sapiens,IC50
B,COC(=O)c1c(-c2ccccc2)c(C)n(Cc2ccccc2)c1C,CHEMBL1934439,nM,130.0,Homo sapiens,IC50
B,COC(=O)c1c(-c2ccc(C#N)cc2)c(C)n(Cc2ccccc2)c1C,CHEMBL1934440,nM,27.0,Homo sapiens,IC50
B,COC(=O)c1c(-c2ccc(C#N)c(C(F)(F)F)c2)c(C)n(Cc2ccccc2)c1C,CHEMBL1934441,nM,3.9,Homo sapiens,IC50
B,Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1ccccc1,CHEMBL1934442,nM,1.4,Homo sapiens,IC50
B,Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1cccnc1,CHEMBL1934443,nM,3.4,Homo sapiens,IC50
B,Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1ccc(Cl)nc1,CHEMBL1934444,nM,9.0,Homo sapiens,IC50
B,Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1cncc(CO)c1,CHEMBL1934445,nM,14.0,Homo sapiens,IC50
B,Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1cnc(Cl)c(CO)c1,CHEMBL1934446,nM,37.0,Homo sapiens,IC50
B,Cc1c(-c2ccc(C#N)cc2)c(C#N)cn1Cc1cnc(Cl)c(CO)c1,CHEMBL1934447,nM,490.0,Homo sapiens,IC50
B,Cc1c(C#N)c(-c2ccc(C#N)cc2)cn1Cc1cnc(Cl)c(CO)c1,CHEMBL1934448,nM,78.0,Homo sapiens,IC50
B,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL409,nM,54.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL27769,nM,2.1,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)cc2)c(C)c1Cc1ccc(F)cc1,CHEMBL1957611,nM,91.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(F)cc1,CHEMBL1957612,nM,0.47,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(C(F)(F)F)c2)c(C)c1Cc1ccc(F)cc1,CHEMBL1957613,nM,1.4,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)cc2Cl)c(C)c1Cc1ccc(F)cc1,CHEMBL1957614,nM,1500.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Oc1ccc(F)cc1,CHEMBL1957615,nM,110.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1-c1ccc(F)cc1,CHEMBL1957616,nM,180.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1CCc1ccc(F)cc1,CHEMBL1957617,nM,53.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1C(O)c1ccc(F)cc1,CHEMBL1957618,nM,26.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccccc1C(N)=O,CHEMBL1957619,nM,4200.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1cccc(C(N)=O)c1,CHEMBL1957620,nM,260.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(N)=O)cc1,CHEMBL1957621,nM,16.0,Homo sapiens,IC50
B,CNC(=O)c1ccc(Cc2c(C)nn(-c3ccc(C#N)c(Cl)c3)c2C)cc1,CHEMBL1957622,nM,27.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)N(C)C)cc1,CHEMBL1957721,nM,920.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)NC(C)(C)C)cc1,CHEMBL1957607,nM,110.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)NCCO)cc1,CHEMBL1957722,nM,160.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)NCC(C)(C)O)cc1,CHEMBL1957608,nM,340.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)N2CCOCC2)cc1,CHEMBL1957609,nM,510.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Oc1ccc(C(=O)NCC(C)(C)O)cc1,CHEMBL1957610,nM,1100.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Oc1ccc(C(=O)N2CCOCC2)cc1,CHEMBL1957723,nM,1300.0,Homo sapiens,IC50
B,CC(=O)Nc1ccc(Oc2c(C)nn(-c3ccc(C#N)c(Cl)c3)c2C)nc1,CHEMBL1957724,nM,5400.0,Homo sapiens,IC50
B,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Oc1ccc(NC(=O)C(C)(C)C)cn1,CHEMBL1957725,nM,4300.0,Homo sapiens,IC50
B,CC(=O)Nc1ccc(Oc2c(C)nn(-c3ccc(C#N)c(Cl)c3)c2C)cn1,CHEMBL1957726,nM,1200.0,Homo sapiens,IC50
B,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@@]1(C)c1ccc(O)cc1,CHEMBL2177238,nM,9.6,Homo sapiens,IC50
B,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL409,nM,100000.0,Homo sapiens,IC50
B,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,CHEMBL1082407,nM,100000.0,Homo sapiens,IC50
B,NS(=O)(=O)c1cccc2cc(SCCOc3ccccc3)[nH]c12,CHEMBL2316547,nM,1600.0,Homo sapiens,IC50
B,Cc1cccc(C)c1OCCSc1nc2ccccc2[nH]1,CHEMBL2316542,nM,1900.0,Homo sapiens,IC50
B,Cc1cccc(OCCSc2nc3ccccc3[nH]2)c1,CHEMBL2316540,nM,3300.0,Homo sapiens,IC50
B,c1ccc(OCCSc2nc3ccccc3[nH]2)cc1,CHEMBL1563710,nM,4300.0,Homo sapiens,IC50
B,NS(=O)(=O)c1cccc2cc(SCCOc3ccccc3)[nH]c12,CHEMBL2316547,nM,6400.0,Homo sapiens,IC50
B,Cc1cccc(C)c1OCCSc1nc2ccccc2[nH]1,CHEMBL2316542,nM,6800.0,Homo sapiens,IC50
B,Cc1cccc(OCCSc2nc3ccccc3[nH]2)c1,CHEMBL2316540,nM,13000.0,Homo sapiens,IC50
B,c1ccc(OCCSc2nc3ccccc3[nH]2)cc1,CHEMBL1563710,nM,21000.0,Homo sapiens,IC50
B,NS(=O)(=O)c1cccc2cc(SCCOc3ccccc3)[nH]c12,CHEMBL2316547,nM,1500.0,Homo sapiens,IC50
B,c1ccc(OCCSc2cc3ccccc3[nH]2)cc1,CHEMBL2316546,nM,5400.0,Homo sapiens,IC50
B,NS(=O)(=O)c1ccc(OCCSc2nc3ccccc3[nH]2)cc1,CHEMBL2316545,nM,62000.0,Homo sapiens,IC50
B,Clc1ccc(OCCSc2nc3ccccc3[nH]2)cc1,CHEMBL2316544,nM,4000.0,Homo sapiens,IC50
B,Clc1cccc(OCCSc2nc3ccccc3[nH]2)c1,CHEMBL2316543,nM,5000.0,Homo sapiens,IC50
B,Cc1cccc(C)c1OCCSc1nc2ccccc2[nH]1,CHEMBL2316542,nM,2700.0,Homo sapiens,IC50
B,Cc1ccc(OCCSc2nc3ccccc3[nH]2)cc1,CHEMBL2316541,nM,7000.0,Homo sapiens,IC50
B,Cc1cccc(OCCSc2nc3ccccc3[nH]2)c1,CHEMBL2316540,nM,1800.0,Homo sapiens,IC50
B,Cc1ccccc1OCCSc1nc2ccccc2[nH]1,CHEMBL2316539,nM,19000.0,Homo sapiens,IC50
B,c1ccc(CCSc2nc3ccccc3[nH]2)cc1,CHEMBL2316538,nM,7400.0,Homo sapiens,IC50
B,c1ccc(OCCCSc2nc3ccccc3[nH]2)cc1,CHEMBL2316537,nM,200000.0,Homo sapiens,IC50
B,c1ccc(NCCSc2nc3ccccc3[nH]2)cc1,CHEMBL2316536,nM,200000.0,Homo sapiens,IC50
B,c1ccc(CCCSc2nc3ccccc3[nH]2)cc1,CHEMBL2316535,nM,12000.0,Homo sapiens,IC50
B,O=S(=O)(CCOc1ccccc1)c1nc2ccccc2[nH]1,CHEMBL1535354,nM,200000.0,Homo sapiens,IC50
B,[O-][S+](CCOc1ccccc1)c1nc2ccccc2[nH]1,CHEMBL2316558,nM,200000.0,Homo sapiens,IC50
B,c1ccc(OCCCc2nc3ccccc3[nH]2)cc1,CHEMBL2316557,nM,200000.0,Homo sapiens,IC50
B,c1ccc(OCCNc2nc3ccccc3[nH]2)cc1,CHEMBL2316556,nM,200000.0,Homo sapiens,IC50
B,c1ccc(OCCSc2nc3ccccc3o2)cc1,CHEMBL1330717,nM,200000.0,Homo sapiens,IC50
B,C=CCn1c(SCCOc2ccccc2)nc2ccccc21,CHEMBL2316555,nM,200000.0,Homo sapiens,IC50
B,O=C(O)CCn1c(SCCOc2ccccc2)nc2ccccc21,CHEMBL1702133,nM,200000.0,Homo sapiens,IC50
B,OCCn1c(SCCOc2ccccc2)nc2ccccc21,CHEMBL1504501,nM,200000.0,Homo sapiens,IC50
B,CCn1c(SCCOc2ccccc2)nc2ccccc21,CHEMBL2316554,nM,12000.0,Homo sapiens,IC50
B,c1ccc(OCCSc2nc3ccccc3[nH]2)cc1,CHEMBL1563710,nM,4200.0,Homo sapiens,IC50
B,CCc1cccc(OCCSc2nc3ccccc3n2CCC(=O)O)c1,CHEMBL2316553,nM,200000.0,Homo sapiens,IC50
B,C=CCc1cccc(OCCSc2nc3ccccc3n2CC(=O)OC)c1,CHEMBL2316552,nM,200000.0,Homo sapiens,IC50
B,CC(C)(C)c1cccc(OCCSc2nc3ccccc3n2CC(=O)O)c1,CHEMBL2316551,nM,200000.0,Homo sapiens,IC50
B,Cc1ccc(C)c(OCCSc2nc3ccccc3n2CC(=O)O)c1,CHEMBL2316550,nM,200000.0,Homo sapiens,IC50
B,Cc1cc(C)cc(OCCSc2nc3ccccc3n2CC(=O)O)c1,CHEMBL2316549,nM,200000.0,Homo sapiens,IC50
B,CCN(CC)C(=O)Cn1c(SCCOc2cccc(C)c2)nc2ccccc21,CHEMBL2316548,nM,200000.0,Homo sapiens,IC50
B,Cc1cccc(OCCSc2nc3ccccc3n2CCC(=O)O)c1,CHEMBL1721724,nM,200000.0,Homo sapiens,IC50
B,Cc1cccc(OCCSc2nc3ccccc3n2CC(=O)O)c1,CHEMBL1409155,nM,200000.0,Homo sapiens,IC50
B,Cc1ccc(OCCSc2nc3ccccc3n2CC(=O)O)cc1C,CHEMBL1445673,nM,200000.0,Homo sapiens,IC50
B,Cc1cccc(OCCSc2nc3ccccc3n2CCOc2ccccc2)c1,CHEMBL2316575,nM,200000.0,Homo sapiens,IC50
B,Cc1ccc(OCCSc2nc3ccccc3n2CCC(=O)O)cc1,CHEMBL1312729,nM,200000.0,Homo sapiens,IC50
B,CCc1cccc(OCCSc2nc3ccccc3n2CC(=O)O)c1,CHEMBL2316574,nM,200000.0,Homo sapiens,IC50
B,CCOC(=O)Cn1c(SCCOc2cc(C)cc(C)c2)nc2ccccc21,CHEMBL2316573,nM,200000.0,Homo sapiens,IC50
B,COC(=O)Cn1c(SCCOc2ccc(C)c(C)c2)nc2ccccc21,CHEMBL2316572,nM,200000.0,Homo sapiens,IC50
B,CCc1cccc(OCCSc2nc3ccccc3n2CC(=O)OC)c1,CHEMBL2316571,nM,200000.0,Homo sapiens,IC50
B,Cc1cccc(OCCSc2nc3ccccc3n2CC(=O)N2CCOCC2)c1,CHEMBL1474103,nM,200000.0,Homo sapiens,IC50
B,Cc1ccc(OCCSc2nc3ccccc3n2CC(=O)O)cc1,CHEMBL1539990,nM,163800.0,Homo sapiens,IC50
B,CCOC(=O)Cn1c(SCCOc2cccc(CC)c2)nc2ccccc21,CHEMBL2316570,nM,55000.0,Homo sapiens,IC50
B,Cc1cccc(OCCSc2nc3ccccc3n2C)c1,CHEMBL2316569,nM,45000.0,Homo sapiens,IC50
B,CCOC(=O)Cn1c(SCCOc2ccc(C)c(C)c2)nc2ccccc21,CHEMBL2316568,nM,40300.0,Homo sapiens,IC50
B,CCn1c(SCCOc2cccc(C)c2)nc2ccccc21,CHEMBL2316567,nM,35000.0,Homo sapiens,IC50
B,COC(=O)Cn1c(SCCOc2ccc(C)cc2)nc2ccccc21,CHEMBL2316566,nM,32900.0,Homo sapiens,IC50
B,Cc1ccc(OCCSc2nc3ccccc3n2CC(=O)OC(C)C)cc1C,CHEMBL2316565,nM,30600.0,Homo sapiens,IC50
B,COCCn1c(SCCOc2cccc(C)c2)nc2ccccc21,CHEMBL2316564,nM,24100.0,Homo sapiens,IC50
